check_id,crop_path,label
ac00915,outputs\part_c\crops\train\ac00915.png,فقط الف و ميتان و سته عشر ريال تدير الي
ac01352,outputs\part_c\crops\train\ac01352.png,خمسه عشر الف ريال لا غير
ac00964,outputs\part_c\crops\train\ac00964.png,فقط ثلاثه الاف ريال لا غير
ac00667,outputs\part_c\crops\train\ac00667.png,فقط الف وستمايه وثمانون ريال لا غير
ac01209,outputs\part_c\crops\train\ac01209.png,الفين و ثلاثمايه و ثمانون ريال فقط لا غير
ac01337,outputs\part_c\crops\train\ac01337.png,اربعه الاف وتسعمايه واثنان وثلاثون ريال
ac01613,outputs\part_c\crops\train\ac01613.png,فقط سته وعشرون الف وثمانيه عشر ريال لا غير
ac00595,outputs\part_c\crops\train\ac00595.png,الفين و ثلاثمايه و اثنان و عشرون ريال لا غير
ac00630,outputs\part_c\crops\train\ac00630.png,وقدره سته الاف ومايتين واثنان وثلاثون ريال لا غير
ac00000,outputs\part_c\crops\train\ac00000.png,ثمانيه و اربعون الف و ستمايه و سته و عشرون ريال
ac01139,outputs\part_c\crops\train\ac01139.png,ثلاثه الاف و اثنان و ثمانون ريال لا غير
ac00841,outputs\part_c\crops\train\ac00841.png,و قدره الفين و ستمايه و اربعه و سبعون
ac00624,outputs\part_c\crops\train\ac00624.png,ثلاثه وثلاثون الف وسبعمايه وخمسون ريال لا غير
ac01184,outputs\part_c\crops\train\ac01184.png,فقط ثلاثه و ثلاثون الفا و ستمايه و اربعه و ثلاثون ريال
ac00364,outputs\part_c\crops\train\ac00364.png,مايه و اربعه و ثلاثون الف و مايه و سته و عشرون ريال
ac01475,outputs\part_c\crops\train\ac01475.png,الف وتسعمايه وثمانون ريال
ac00871,outputs\part_c\crops\train\ac00871.png,ثمانيه الاف و ثمانمايه ريال لا غير
ac01504,outputs\part_c\crops\train\ac01504.png,فقط عشرون الف ريالا لاغير
ac00263,outputs\part_c\crops\train\ac00263.png,تسعه الاف ريال لا غير
ac01385,outputs\part_c\crops\train\ac01385.png,اثنا عشر الف ومايه وثمانيه وثلاثون ريال
ac00613,outputs\part_c\crops\train\ac00613.png,ثمان ميه وسبعون ريال لا غير
ac01508,outputs\part_c\crops\train\ac01508.png,تسعه الاف ريال لا غير
ac00676,outputs\part_c\crops\train\ac00676.png,فقط ستمايه وثلاثه ريال لا غير
ac00846,outputs\part_c\crops\train\ac00846.png,فقط ثلاثه و ثلاثون الف و خمسمايه و خمسه و عشرون ريال لا غير
ac00641,outputs\part_c\crops\train\ac00641.png,مايه وخمسه الف وتسعمايه وثلاث وثلاثون ريال فقط
ac01052,outputs\part_c\crops\train\ac01052.png,احد عشر الف وتسعمايه وواحد وستين ريال و 19 هلله
ac00623,outputs\part_c\crops\train\ac00623.png,تسعمايه ريال لا غير
ac01749,outputs\part_c\crops\train\ac01749.png,الف ومايتان وعشرون ريال لا غير
ac01277,outputs\part_c\crops\train\ac01277.png,ثلاثه وعشرون الف وتسعمايه ريال فقط لا غير
ac01540,outputs\part_c\crops\train\ac01540.png,فقط خمسه عشر الف ريال لا غير
ac00145,outputs\part_c\crops\train\ac00145.png,فقط تسعه الاف وتسعمايه ثلاثه وثلاثون ريال
ac00893,outputs\part_c\crops\train\ac00893.png,فقط الف و سبعمايه و خمسون ريال لا غير
ac00754,outputs\part_c\crops\train\ac00754.png,مايه وسبع وستون الف ريال
ac00411,outputs\part_c\crops\train\ac00411.png,خمسمايه وسبعون ريال
ac01118,outputs\part_c\crops\train\ac01118.png,فقط سبعون الف و ثمانمايه ريالا لا غير
ac01080,outputs\part_c\crops\train\ac01080.png,خمسه وعشرون الف وسبعمايه وخمسه وعشرون ريال
ac00003,outputs\part_c\crops\train\ac00003.png,الفان و اربعمايه و خمس عشر ريال لا غير
ac01276,outputs\part_c\crops\train\ac01276.png,الف وعشرون ريال فقط لا غير
ac01359,outputs\part_c\crops\train\ac01359.png,سبعه الاف وثمانمايه وثلاثه وستون ريال فقط
ac00529,outputs\part_c\crops\train\ac00529.png,فقط الف ريال لا غير
ac01623,outputs\part_c\crops\train\ac01623.png,واحد واربعون الف وثلاثه وثمانون ريال فقط لا غير
ac01528,outputs\part_c\crops\train\ac01528.png,فقط اربعه الف وثمانمايه وثلاثه وسبعون ريال لا غير
ac01652,outputs\part_c\crops\train\ac01652.png,وقدره ثلاثه الاف وتسعمايه وثمانيه وثمانون ريال وخمسه عشر هلله لا غير
ac01287,outputs\part_c\crops\train\ac01287.png,ثلاثه عشر الف ريال لا غير
ac01061,outputs\part_c\crops\train\ac01061.png,تسعمايه ريال لا غير
ac01263,outputs\part_c\crops\train\ac01263.png,فقط سته الاف وستمايه وخمس عشره ريال
ac00903,outputs\part_c\crops\train\ac00903.png,فقط الف و خمسمايه و خمسه و ستون ريال و واحد و ثلاثون هلله لا غير
ac01456,outputs\part_c\crops\train\ac01456.png,فقط سته وثلاثون الف ريال لا غير
ac00715,outputs\part_c\crops\train\ac00715.png,اربعمايه وثمانون ريال
ac00899,outputs\part_c\crops\train\ac00899.png,ثمانيه عشر الف ريال فقط
ac01649,outputs\part_c\crops\train\ac01649.png,فقط ثمانمايه وستين ريال لا غير
ac00225,outputs\part_c\crops\train\ac00225.png,ثلاثه الاف و تسعمايه و خمسه و سبعون ريال فقط لا غير
ac00079,outputs\part_c\crops\train\ac00079.png,خمسه الاف و تسعمايه و ثلاثه و تسعون ريال فقط
ac01400,outputs\part_c\crops\train\ac01400.png,تسعمايه و سته و عشرون ريالا و سته و سبعون هلله لاغير
ac01211,outputs\part_c\crops\train\ac01211.png,فقط اربعون الف ريال لا غير
ac01618,outputs\part_c\crops\train\ac01618.png,فقط اربعه الاف وتسعمايه ريال لا غير
ac01423,outputs\part_c\crops\train\ac01423.png,اثنا عشر الفا وسبعون ريال فقط
ac01379,outputs\part_c\crops\train\ac01379.png,ثلاثه الاف واربعمايه وخمسه وستون ريال لا غير
ac00057,outputs\part_c\crops\train\ac00057.png,فقط سته الاف و ستمايه و سته عشر ريال لا غير
ac00686,outputs\part_c\crops\train\ac00686.png,الفان وتسعمايه واربعه واربعون ريال فقط لا غير
ac01502,outputs\part_c\crops\train\ac01502.png,فقط خمسه الاف ومايه ريال لا غير
ac00828,outputs\part_c\crops\train\ac00828.png,فقط مايه الف ريال لا غير
ac01661,outputs\part_c\crops\train\ac01661.png,فقط عشرون الف ريال لا غير
ac00727,outputs\part_c\crops\train\ac00727.png,ثمانيه وعشرون الف واربعمايه وواحد واربعون ريال
ac00579,outputs\part_c\crops\train\ac00579.png,اثني عشر الف ريال لا غير
ac01737,outputs\part_c\crops\train\ac01737.png,اربعه الاف وستمايه واثنان وتسعون ريال
ac01497,outputs\part_c\crops\train\ac01497.png,الف واربعمايه وعشره ريال لا غير
ac00680,outputs\part_c\crops\train\ac00680.png,الفان وخمسمايه تسعه وتسعون ريال و 20 100 لا غير
ac00826,outputs\part_c\crops\train\ac00826.png,عشره الاف و ستمايه و تسعه و عشرون ريال لا غير
ac00403,outputs\part_c\crops\train\ac00403.png,فقط واحد و عشرون الف ريال لا غير
ac00049,outputs\part_c\crops\train\ac00049.png,سته الاف و مايه ريال لا غير
ac00464,outputs\part_c\crops\train\ac00464.png,ثمانيه الاف ريال لا غير
ac01734,outputs\part_c\crops\train\ac01734.png,الفان ومايه وثمانون ريال فقط لا غير
ac00633,outputs\part_c\crops\train\ac00633.png,الف واربعمايه ريال فقط
ac00724,outputs\part_c\crops\train\ac00724.png,ثلاثه وعشرون الف وسبعمايه ريال فقط لا غير
ac00953,outputs\part_c\crops\train\ac00953.png,اربعه الاف و اربعمايه ريال فقط لا غير
ac00416,outputs\part_c\crops\train\ac00416.png,فقط عشره الاف وثمانمايه ريال لا غير
ac00463,outputs\part_c\crops\train\ac00463.png,تسعمايه وستون ريالا فقط لا غير
ac00975,outputs\part_c\crops\train\ac00975.png,فقط ثلاثمايه وعشرون الف ريال لاغير
ac00080,outputs\part_c\crops\train\ac00080.png,تسعمايه و اثني عشر ريالا
ac00792,outputs\part_c\crops\train\ac00792.png,فقط عشر الف وخمسمايه ريال
ac00224,outputs\part_c\crops\train\ac00224.png,الف و مايه و تسعه و ستون ريال لا غير
ac01771,outputs\part_c\crops\train\ac01771.png,الف ريال
ac01633,outputs\part_c\crops\train\ac01633.png,ثمانيه الاف ومايه وخمسون ريال
ac00516,outputs\part_c\crops\train\ac00516.png,خمسه عشر الف ريال لا غير
ac00853,outputs\part_c\crops\train\ac00853.png,فقط سبعه عشر الف و ميتان و خمسون ريال لا غير
ac00688,outputs\part_c\crops\train\ac00688.png,فقط عشره الاف وميتان وتسعون ريال
ac00375,outputs\part_c\crops\train\ac00375.png,فقط اربعه الاف ريال لا غير
ac00051,outputs\part_c\crops\train\ac00051.png,سبعون الف ريال لا غير
ac00854,outputs\part_c\crops\train\ac00854.png,فقط سته الاف ريال
ac00370,outputs\part_c\crops\train\ac00370.png,فقط ثمانيه عشر الف و ثمانمايه و تسعه عشر ريال و 52 هلله لا غير
ac00337,outputs\part_c\crops\train\ac00337.png,سبعه و عشرون الف ريال فقط لا غير
ac01568,outputs\part_c\crops\train\ac01568.png,فقط خمسه الاف ريال لا غير
ac00321,outputs\part_c\crops\train\ac00321.png,ثلاثه و عشرون الف خمسمايه و عشره ريال لا غير
ac01293,outputs\part_c\crops\train\ac01293.png,فقط الف ريال
ac01482,outputs\part_c\crops\train\ac01482.png,سته الاف ومايه واربعون ريال لا غير
ac01164,outputs\part_c\crops\train\ac01164.png,واحد و عشرون الف و مايه و خمسون ريال
ac00732,outputs\part_c\crops\train\ac00732.png,الف وثمانيه وسبعون ريال لا غير
ac00212,outputs\part_c\crops\train\ac00212.png,اربعه الاف و تسعمايه و ثلاثه عشره ريال و 30 100
ac01685,outputs\part_c\crops\train\ac01685.png,فقط مايه وستون الف ريال لا غير
ac00438,outputs\part_c\crops\train\ac00438.png,وقدره خمسون الف ريال فقط لا غير
ac00741,outputs\part_c\crops\train\ac00741.png,فقط مايه وثلاثه عشر الف واربعمايه ريالا لا غير
ac01702,outputs\part_c\crops\train\ac01702.png,ثلاثه وتسعين الف ريال لا غير
ac00755,outputs\part_c\crops\train\ac00755.png,ثمانيه الاف وتسعمايه وثلاثه وثلاثون الف ريال لا غير
ac00639,outputs\part_c\crops\train\ac00639.png,فقط الف وميتان وسته وثمانون ريال لا غير
ac00087,outputs\part_c\crops\train\ac00087.png,سبعه و ثمانون الف ريال فقط لا غير
ac00264,outputs\part_c\crops\train\ac00264.png,فقط ثلاثمايه و خمسه و سبعون ريال لا غير
ac00890,outputs\part_c\crops\train\ac00890.png,فقط مليون ريال لا غير
ac00307,outputs\part_c\crops\train\ac00307.png,ثلاث الاف ريال فقط لا غير
ac01148,outputs\part_c\crops\train\ac01148.png,الفان و مايه و اربعون ريالا فقط لا غير
ac01214,outputs\part_c\crops\train\ac01214.png,واحد وعشرون الف وثلاث مايه وستون ريال
ac01719,outputs\part_c\crops\train\ac01719.png,خمسمايه الف ريال فقط لا غير
ac00074,outputs\part_c\crops\train\ac00074.png,خمسه الف ريال فقط لا غير
ac01134,outputs\part_c\crops\train\ac01134.png,فقط اربعه الاف و تسعمايه و خمسه و خمسون ريال و ثمانيه و 88 100 هلله لا غير
ac00309,outputs\part_c\crops\train\ac00309.png,فقط خمسون الف و ثمانمايه ريال
ac01494,outputs\part_c\crops\train\ac01494.png,سته الاف وستمايه وسته وثلاثون ريال فقط ولا غير
ac01697,outputs\part_c\crops\train\ac01697.png,ثلاثه الاف وسبعمايه وثمانيه وثمانون ريال لا غير
ac01409,outputs\part_c\crops\train\ac01409.png,الف و ثمانمايه و ثمانيه و سبعون ريال
ac01166,outputs\part_c\crops\train\ac01166.png,خمسمايه و سته عشر ريال لا غير
ac00885,outputs\part_c\crops\train\ac00885.png,الف و ثمانمايه و ثلاثون ريال لا غير
ac01146,outputs\part_c\crops\train\ac01146.png,اربعه الاف ريال فقط لا غير
ac00914,outputs\part_c\crops\train\ac00914.png,فقط ست الاف واربعمايه ريال لا غير
ac01606,outputs\part_c\crops\train\ac01606.png,اربعه وخمسون الف وثلاثمايه واثنان وستون ريال
ac00544,outputs\part_c\crops\train\ac00544.png,فقط خمسه و ثلاثون الف و مايه و سبعه و ثمانون ريال لا غير
ac01326,outputs\part_c\crops\train\ac01326.png,فقط الفان ومايتنان وخمسون ريال فقط
ac00270,outputs\part_c\crops\train\ac00270.png,ثمانيه الف و اربعمايه و خمسون ريال
ac00691,outputs\part_c\crops\train\ac00691.png,الف ريال فقط لا غير
ac00007,outputs\part_c\crops\train\ac00007.png,فقط الفين و خمسمايه و خمسون ريال لا غير
ac00092,outputs\part_c\crops\train\ac00092.png,فقط عشرون الف ريال لا غير
ac00574,outputs\part_c\crops\train\ac00574.png,فقط سته الاف و ميتان و اثنان و ثمانون ريال لا غير
ac01517,outputs\part_c\crops\train\ac01517.png,اربعه الاف وخمسمايه وسبعون ريال
ac01321,outputs\part_c\crops\train\ac01321.png,فقط ثلاثمايه و ستون ريال لا غير
ac01761,outputs\part_c\crops\train\ac01761.png,اربعه عشر الف وميتين وخمسون ريال فقط
ac00106,outputs\part_c\crops\train\ac00106.png,فقط ثمانيه وعشرون الف ريال لا غير
ac01642,outputs\part_c\crops\train\ac01642.png,الف واربعمايه ريال لا غير
ac01600,outputs\part_c\crops\train\ac01600.png,فقط ثلاثمايه و واحد واربعون الف ريال لا غير
ac01049,outputs\part_c\crops\train\ac01049.png,الف واربعمايه وخمسون ريالا لا غير
ac00548,outputs\part_c\crops\train\ac00548.png,ثمانيه الاف ريال فقط
ac01320,outputs\part_c\crops\train\ac01320.png,فقط الف و ثمانمايه و عشره ريال لا غير
ac00424,outputs\part_c\crops\train\ac00424.png,فقط الف ريال لا غير
ac00710,outputs\part_c\crops\train\ac00710.png,ثمانيه عشر الف وثمان مايه وثلاثون ريال
ac00439,outputs\part_c\crops\train\ac00439.png,فقط سبعه وثلاثين الف وخمسمايه ريال
ac01260,outputs\part_c\crops\train\ac01260.png,فقط الف وثلاثمايه وثمانيه واربعون ريال لا غير
ac00585,outputs\part_c\crops\train\ac00585.png,سبعمايه و سبعون ريال فقط
ac00565,outputs\part_c\crops\train\ac00565.png,ثلاثون الف ريال لا غير
ac01766,outputs\part_c\crops\train\ac01766.png,اربعمايه وخمسون ريال لا غير
ac01641,outputs\part_c\crops\train\ac01641.png,تسعه الاف وسبعمايه وخمسون ريال لا غير
ac00222,outputs\part_c\crops\train\ac00222.png,فقط ستت الاف و مايتان و خمسون ريال لا غير
ac00239,outputs\part_c\crops\train\ac00239.png,اثني عشر الف و مايتين ريالا فقط
ac01755,outputs\part_c\crops\train\ac01755.png,اربعه عشر الف ومايتان وخمسون ريال فقط لا غير
ac00278,outputs\part_c\crops\train\ac00278.png,فقط الف و اربعه و ستون ريال لا غير
ac00214,outputs\part_c\crops\train\ac00214.png,فقط الف و مايتان و اربعون ريال لا غير
ac01381,outputs\part_c\crops\train\ac01381.png,ثلاثه الاف وثلاثمايه وثلاثه وثمانون ريال فقط
ac00621,outputs\part_c\crops\train\ac00621.png,عشره الاف ريال
ac01153,outputs\part_c\crops\train\ac01153.png,مايه و اربعه و تسعون الف و اربعمايه و سبعه و ثلاثون ريال لا غير
ac00016,outputs\part_c\crops\train\ac00016.png,فقط اثنان و عشرون الف و ستمايه و عشره ريال لا غير
ac01643,outputs\part_c\crops\train\ac01643.png,وقدره الف وثلاثمايه واربعون ريال لا غير
ac01362,outputs\part_c\crops\train\ac01362.png,تسعمايه وثلاثه عشر ريال لا غير
ac01274,outputs\part_c\crops\train\ac01274.png,فقط خمسه عشر الف وثلاثمايه ثلاثه وسبعين ريال
ac00627,outputs\part_c\crops\train\ac00627.png,سته الاف واربعمايه ريال لا غير
ac01129,outputs\part_c\crops\train\ac01129.png,فقط الفان و ثلاثمايه و ثلاثه و اربعون ريال لا غير
ac01634,outputs\part_c\crops\train\ac01634.png,فقط ثلاثه وثلاثون الفا ومايه واثنان وتسعون ريال لا غير
ac01626,outputs\part_c\crops\train\ac01626.png,الف ريال لا غير
ac00591,outputs\part_c\crops\train\ac00591.png,الف و اربعمايه و خمسون
ac00765,outputs\part_c\crops\train\ac00765.png,عشره الاف وثمانمايه وستون ريالا
ac00508,outputs\part_c\crops\train\ac00508.png,فقط واحد مليون و ثلاثه مايه الف ريال لا غير
ac01444,outputs\part_c\crops\train\ac01444.png,فقط الفان ريال لا غير
ac00722,outputs\part_c\crops\train\ac00722.png,اربعه وستون الف وخمسمايه وسبعه عشره ريال
ac00274,outputs\part_c\crops\train\ac00274.png,فقط خمسه الاف ريال لا غير
ac01418,outputs\part_c\crops\train\ac01418.png,مايه وثمانون ريال لا غير
ac01050,outputs\part_c\crops\train\ac01050.png,الف وخمسه وعشرون ريال لا غير
ac00444,outputs\part_c\crops\train\ac00444.png,مايه وثمانيه وخمسون الف ومايه ريال
ac01117,outputs\part_c\crops\train\ac01117.png,فقط خمسه الاف و خمسمايه و اربعه و ثلاثون ريال لا غير
ac00152,outputs\part_c\crops\train\ac00152.png,الف وثلاثمايه وثمانون ريال لا غير
ac00206,outputs\part_c\crops\train\ac00206.png,فقط خمسين الف و ستمايه و سبعه و خمسين ريال
ac01171,outputs\part_c\crops\train\ac01171.png,مليون و سبعمايه الف ريال عربي سعودي لا غير
ac01294,outputs\part_c\crops\train\ac01294.png,فقط ثلاثه عشر الف وسبعمايه وخمسون ريال لا غير
ac00948,outputs\part_c\crops\train\ac00948.png,ست ميه ريال فقط
ac00019,outputs\part_c\crops\train\ac00019.png,اربعه الاف و خمسمايه ريال لا غير
ac00150,outputs\part_c\crops\train\ac00150.png,الفان وستمايه وتسعه واربعون ريال و50 هلله فقط لا غير
ac01424,outputs\part_c\crops\train\ac01424.png,اربعه الاف ومايتان وسبعه وثمانون ريال 50 هلله
ac00946,outputs\part_c\crops\train\ac00946.png,فقط ثمانيه وعشرون الف وثمانيه وخمسون ريال لا غير
ac00622,outputs\part_c\crops\train\ac00622.png,ستمايه واثنين وثلاثين ريال لا غير
ac01343,outputs\part_c\crops\train\ac01343.png,وقدره الف وستمايه واربعون ريال
ac01565,outputs\part_c\crops\train\ac01565.png,الف ريال لا غير
ac00271,outputs\part_c\crops\train\ac00271.png,الف ريال فقط لا غير
ac01680,outputs\part_c\crops\train\ac01680.png,ثلاثه مايه ريالا سعودي
ac01472,outputs\part_c\crops\train\ac01472.png,فقط الف ومايه وواحد وتسعون ريالا لا غير
ac00496,outputs\part_c\crops\train\ac00496.png,وقدره مايتين الف ريالا فقط
ac00651,outputs\part_c\crops\train\ac00651.png,فقط ثمانيه الاف وخمسمايه واثنين وتسعون ريال
ac01394,outputs\part_c\crops\train\ac01394.png,فقط اربعه وعشرون الف وسته وخمسون ريال لا غير
ac00426,outputs\part_c\crops\train\ac00426.png,وقدره عشره الاف ريال فقط لا غير
ac00542,outputs\part_c\crops\train\ac00542.png,فقط احد عشر الف ريال لا غير
ac00655,outputs\part_c\crops\train\ac00655.png,فقط اربعمايه وثمانون ريال لا غير
ac01086,outputs\part_c\crops\train\ac01086.png,عشره الاف ريال لا غير
ac01175,outputs\part_c\crops\train\ac01175.png,ثلاثه الاف و ميه و عشرون ريال
ac01666,outputs\part_c\crops\train\ac01666.png,وقدره مايتين وتسعه وعشرون ريالا فقط
ac01369,outputs\part_c\crops\train\ac01369.png,مايه وواحد الف ومايه وخمسون ريالا
ac00868,outputs\part_c\crops\train\ac00868.png,فقط سبعه و سبعون الف و تسعمايه ريال لا غير
ac00169,outputs\part_c\crops\train\ac00169.png,فقط سبعه الاف وخمسمايه واحدي عشرين ريال لا غير
ac01290,outputs\part_c\crops\train\ac01290.png,اربعمايه واثنين وتسعون ريال 58 100 لا غير
ac00082,outputs\part_c\crops\train\ac00082.png,تسعمايه ريال لا غير
ac01239,outputs\part_c\crops\train\ac01239.png,الفان وخمسمايه فقط ريال فقط لا غيرضض
ac01206,outputs\part_c\crops\train\ac01206.png,فقط ستمايه و اثنان و ثلاثون الف ريال لا غير
ac00512,outputs\part_c\crops\train\ac00512.png,فقط عشرون الف ريال لا غير
ac01185,outputs\part_c\crops\train\ac01185.png,ثلاثه الاف و اربعمايه و اثنان و عشرون ريال فقط
ac00248,outputs\part_c\crops\train\ac00248.png,فقط اثني و عشرون الفا و مايه و خمسه و تسعون ريالا لا غير
ac00836,outputs\part_c\crops\train\ac00836.png,تسعه و عشرون الف و اربعمايه و ستون ريال
ac00489,outputs\part_c\crops\train\ac00489.png,واحد واربعون الف ومايتين وسبعه واربعون ريالا فقط
ac01405,outputs\part_c\crops\train\ac01405.png,وقدره الفان و خمسمايه ريال فقط لاغير
ac00141,outputs\part_c\crops\train\ac00141.png,فقط خمسه الاف ريال
ac01240,outputs\part_c\crops\train\ac01240.png,الفان ومايه وخمسون ريال فقط لا غير
ac00142,outputs\part_c\crops\train\ac00142.png,فقط سبعه الاف وسبعمايه ريال
ac00388,outputs\part_c\crops\train\ac00388.png,ميتين و ثمانيه و ستون ريال لا غير
ac00166,outputs\part_c\crops\train\ac00166.png,الفان وخمسمايه وسته وثمانون ريال لا غير
ac01054,outputs\part_c\crops\train\ac01054.png,الفان وسبعمايه وثلاثون ريال فقط
ac00118,outputs\part_c\crops\train\ac00118.png,فقط اربعه الاف ومايتان وخمسون ريال لا غير
ac00327,outputs\part_c\crops\train\ac00327.png,ثمانيه و عشرون الف و سبعمايه و سته و ستون ريال
ac01103,outputs\part_c\crops\train\ac01103.png,سته الاف وخمسمايه وخمسون ريال لا غير
ac01043,outputs\part_c\crops\train\ac01043.png,ثلاثون الاف ريال فقط
ac00989,outputs\part_c\crops\train\ac00989.png,ثمانمايه و ثمانيه وخمسون ريال فقط لا غير
ac01218,outputs\part_c\crops\train\ac01218.png,الف واربعون ريال لا غير
ac00104,outputs\part_c\crops\train\ac00104.png,فقط سته الاف ومايتان وخمسه وعشرون ريال
ac00119,outputs\part_c\crops\train\ac00119.png,فقط عشره الاف ريال لا غير
ac00650,outputs\part_c\crops\train\ac00650.png,سته الاف وستمايه ريال فقط لا غير
ac01509,outputs\part_c\crops\train\ac01509.png,سته عشر الف وسبعمايه وخمسون ريال
ac01127,outputs\part_c\crops\train\ac01127.png,فقط الف و ستمايه ثمانيه و خمسين ريال لا غير
ac01208,outputs\part_c\crops\train\ac01208.png,سته الاف ريال فقط
ac00121,outputs\part_c\crops\train\ac00121.png,فقط سبعمايه وسته وخمسون ريال لا غير
ac00453,outputs\part_c\crops\train\ac00453.png,فقط سته عشر الف وميتان وعشرون ريال
ac00615,outputs\part_c\crops\train\ac00615.png,فقط ثلاثه الاف وتسعمايه وخمسه ريال لا غير
ac00396,outputs\part_c\crops\train\ac00396.png,فقط سته و عشرون الف ريال لا غير
ac00322,outputs\part_c\crops\train\ac00322.png,تسعه عشر الف و تسعمايه و ثمانيه عشر ريال لا غير
ac01010,outputs\part_c\crops\train\ac01010.png,اربعه عشر الف ريال لا غير
ac01378,outputs\part_c\crops\train\ac01378.png,فقط الفان وتسعمايه وخمسه وستين ريال
ac01156,outputs\part_c\crops\train\ac01156.png,وقدره مايه و خمسون الف ريال 150000 فقط لا غير
ac01450,outputs\part_c\crops\train\ac01450.png,اربعه الاف ومايتان وسبعه وثمانون ريال و50 هلله
ac01575,outputs\part_c\crops\train\ac01575.png,فقط الفان وثمانمايه وثمانيه واربعون ريال لا غير
ac00592,outputs\part_c\crops\train\ac00592.png,فقط الف و مايتان ريال لا غير
ac00941,outputs\part_c\crops\train\ac00941.png,الفان وخمسمايه وعشره ريال و 76 هلله
ac00551,outputs\part_c\crops\train\ac00551.png,فقط ثلاثمايه و خمسون ريال لا غير
ac00808,outputs\part_c\crops\train\ac00808.png,الفين و ستمايه و اربعه و ثلاثون ريال لا غير
ac00004,outputs\part_c\crops\train\ac00004.png,فقط اربعه الاف و خمسمايه ريال لا غير
ac00785,outputs\part_c\crops\train\ac00785.png,وقدره الف وثلاثمايه ريال لا غير
ac00343,outputs\part_c\crops\train\ac00343.png,فقط تسعه الاف و اربعمايه و ثمانيه ريال لا غير
ac01544,outputs\part_c\crops\train\ac01544.png,وقدره سته الف وستمايه ريال فقط لاغير
ac01690,outputs\part_c\crops\train\ac01690.png,فقط الف وتسعمايه وستهريال لا غير
ac00445,outputs\part_c\crops\train\ac00445.png,عشره الاف وثلاثمايه واثنا عشره ريال لا غير
ac00998,outputs\part_c\crops\train\ac00998.png,فقط عشره الاف وخمسمايه ريال
ac01534,outputs\part_c\crops\train\ac01534.png,ثلاثه الاف ريال
ac00842,outputs\part_c\crops\train\ac00842.png,فقط اثنان و عشرون الف و مايه و خمسه و ثمانون ريال لا غير
ac00346,outputs\part_c\crops\train\ac00346.png,فقط اربع الاف و مايه و سبع وعشرون ريال لا غير
ac00492,outputs\part_c\crops\train\ac00492.png,الفان وخمسمايه وثمانيه وثمانون ريال فقط لا غير
ac01792,outputs\part_c\crops\train\ac01792.png,فقط خمسه الف وسبعون ريالا لا غير
ac00030,outputs\part_c\crops\train\ac00030.png,فقط احدي عشر الف و مايتان و عشرون ريال لا غير
ac01124,outputs\part_c\crops\train\ac01124.png,اربعه الاف ريال فقط لا غير
ac01358,outputs\part_c\crops\train\ac01358.png,فقط الف ريال لا غير
ac00105,outputs\part_c\crops\train\ac00105.png,فقط الفان وثمانمايه ريال لا غير
ac00202,outputs\part_c\crops\train\ac00202.png,سبعه الاف ريال لا غير
ac01144,outputs\part_c\crops\train\ac01144.png,فقط الفان و تسعمايه و تسعه عشر ريال لا غير
ac00917,outputs\part_c\crops\train\ac00917.png,فقط الفين ريال
ac00156,outputs\part_c\crops\train\ac00156.png,فقط خمسه الاف واربعمايه واثنان وثمانون ريالا لا غير
ac00519,outputs\part_c\crops\train\ac00519.png,و قدره واحد و اربعون الف ريال
ac00959,outputs\part_c\crops\train\ac00959.png,سته عشر الف و مايتان ريال فقط لا غير
ac01536,outputs\part_c\crops\train\ac01536.png,فقط الفان وثمانمايه وسبعه وستون ريالا لا غير
ac00383,outputs\part_c\crops\train\ac00383.png,و قدره خمسه الاف و تسعمايه ريال
ac01650,outputs\part_c\crops\train\ac01650.png,خمسه وخمسون الف وثمانمايه واربعون ريال فقط لا غير
ac00291,outputs\part_c\crops\train\ac00291.png,عشره الاف ريال فقط لا غير
ac00928,outputs\part_c\crops\train\ac00928.png,الف وتسعمايه وخمسه ريال لا غير
ac01750,outputs\part_c\crops\train\ac01750.png,ثمانيه الاف وثمانمايه وخمسه وعشرون ريال فقط
ac01589,outputs\part_c\crops\train\ac01589.png,فقط الفان وخمسمايه وسته واربعون ريال
ac00400,outputs\part_c\crops\train\ac00400.png,الف و تسعمايه و اربعون ريالا لا غير
ac00517,outputs\part_c\crops\train\ac00517.png,فقط ثلاثه الاف و مايتان و ثمانيه و ثلاثون ريال لا غير
ac00226,outputs\part_c\crops\train\ac00226.png,خمسه الاف ريال فقط
ac00702,outputs\part_c\crops\train\ac00702.png,فقط تسعه الاف وستمايه واحد واربعون ريال لا غير
ac00834,outputs\part_c\crops\train\ac00834.png,ثمانيه الاف ريال
ac00126,outputs\part_c\crops\train\ac00126.png,اربعه عشر الف وخمسمايه وسبعه وثمانون ريال لا غير
ac00203,outputs\part_c\crops\train\ac00203.png,الفين و اثنا عشر ريال لا غير
ac01345,outputs\part_c\crops\train\ac01345.png,عشرون الف
ac01361,outputs\part_c\crops\train\ac01361.png,فقط الف ريال لا غير
ac01402,outputs\part_c\crops\train\ac01402.png,فقط الف ريال لاغير
ac00112,outputs\part_c\crops\train\ac00112.png,فقط ثلاثون الف ريال لاغير
ac00968,outputs\part_c\crops\train\ac00968.png,فقط مايتان الف ريال لا غير دفع تحت الحساب
ac00851,outputs\part_c\crops\train\ac00851.png,و فقط عشرون الف ريال لا غير
